,review_id,user_id,business_id,stars,useful,funny,cool,text,date
170163,g5XOSTzTj2ZeFWgZEp4n4g,JvJoVaHiwocoJIOqJbVUug,8FALz8g6oaTca0ufiUuF6w,3,0,0,0,"Divey bar, with great daily specials which caters more to a gay clientele but very welcoming and fun for all. Especially tater tot lovers! On Saturdays tator tots are $2 for a huge portion and 7 different types. Yes I tried three  (don't judge) buffalo blue cheese, cowboy and loaded. I thought I wouldn't like ""the cowboy"" which was angus beef mozzarella and bbq sauce but it was surprisedly the best. Did I mention Drag queen brunch? Try their absolut cilantro vodka bloody mary on a Sunday (yep its on a special). Good spot in the Gayberhood. Look up the daily specials and plan accordingly because I think there is something for everyone there.",2013-12-02 01:26:13
175143,8412JdEDtT1ksYUHPynlZQ,FQ-zmWPEG_pjSQx6pt3Efw,8FALz8g6oaTca0ufiUuF6w,5,0,0,0,Fast and friendly service by David! Large portions. Food was delicious and affordable. A great experience and place to grab a cocktail and a bite!,2012-08-23 02:07:21
175300,MMrGwLhN-V2MGfCXBi5TVw,GRjNWMQ0tTNOmey3oY2hnA,8FALz8g6oaTca0ufiUuF6w,5,0,0,0,"Bartenders are great, food was way above my expectation, and they even had all of the games on tv that I was worried I'd miss that day. So overall, great experience!",2015-02-20 21:02:56
177329,yQyvo2RlQNlYFKIKSSexTg,kmGLI-wiHnZr6kT1N0runw,8FALz8g6oaTca0ufiUuF6w,2,4,0,0,"Looking for a place to get a brew and watch some basketball, I found this place within walking distance of my hotel and stayed for an hour or two.  It seems that this is more of a gathering place with friends than a place welcoming to those alone or from out of town, but for watching the game, it served the purpose.

I came back a few evenings later, though, and the service was really bad.  I sat at a table for almost 30 minutes trying to flag down the waiter that walked right past me several times.  Finally I went to the bar to find out how to get a beer, the bartender apologized and offered one on the house, but by then I was out of the mood and out the door.

Probably not going back the next time I'm in town.",2013-03-29 03:51:33
192368,qRafzUquQTSB0QwDZCIRcw,GCPn33BHyWV1L2GCku7RdA,8FALz8g6oaTca0ufiUuF6w,4,6,4,5,"Does anyone remember Sal's? Does anyone remember asking your friend to hold the door (literally, like, it wasn't attached to the frame) while you peed, into a bowl semi-resembling a toilet, dodging the puddles in the basement, dancing so hard you thought the floor was going to collapse, buying drinks from the makeshift bar that mixes cocktails with 2 liter bottles of soda? How could you forget right?

Whoever transformed this spot into Tabu did a remarkable job! I was upstairs for karaoke on a Monday night, enclosed in the same four walls I used to go to Broadzilla dance parties every week and drink Sparks until my tongue turned orange, and it was hard to believe. The walls are beautiful brick, the bar is a real bar in a much more convenient spot and the bathrooms are so clean you're not afraid to sit on the toilet. It's got a nice, loungey atmosphere and is perfect for you and ten of your friends.

The bartender was friendly, and when the barback cleared my and my friends' drinks by accident, she made a couple more, no questions asked. She even sang karaoke and well!

Sara Sherr hosts karaoke all over the place on any given night of the week, but so far I've most enjoyed it at Tabu. I can't vouch for the sportiness of this sports bar, but if those aforementioned memories ring a bell (albeit hazy indeed) it's worth checking out just to revisit and see what they've done with the place.",2010-09-08 23:33:04
194059,XlH-A4X-GoqHWl_ym4lQHQ,4fA_5j0s3ugs0uLMNzgoZQ,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,I had a great time here while in Philadelphia.  The bartenders were really sweet and the food and very good!  Especially the TOTs!  Love TOTs!  and they serve them several different ways.,2015-02-09 03:53:05
200148,0XGoOJRQuzRBkgB1xDprqQ,D_pSCCzes0LwGuYEwyk5fA,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,"What a GREAT Sunday Afternoon mixed crowd ~ folks are there enjoying a well made drink, friendly bartenders and a crowd that interact with one another.  TVs are ON but not blasting ~ just real nice.",2011-11-16 23:06:22
200346,cX1UEqL1rMcR8oQkC4eh8g,1NCmW9qgBr70_o-Xj5e7ag,8FALz8g6oaTca0ufiUuF6w,4,0,0,1,"Events galore at this place! The tots are famous here and everyone is made to feel quite welcome, even us straight people!  lol",2016-02-06 18:27:07
219253,J1hB-9F0TyUNLncD3eopvA,rrnSZl-oHwzQopWBFZEMHA,8FALz8g6oaTca0ufiUuF6w,4,1,0,1,"This is a great sports bar in the heart of the Gayborhood.  The staff is super friendly and it always draws a good crowd.  Like any sports bar, it can be tough to get a seat during big events.  It does have a good amount of seating in the back if you are there for dinner or just want to sit at a table with friends for a few drinks.  I usually get a beer and nachos, but have tried although items on the menu and everything has been really good.  I would definitely recommend checking out Tabu on Tuesdays for its happy hour and $2 tacos.",2013-07-29 11:42:10
220475,ssrnou5YWfmNUr_geQ4NeQ,kio__rbZ87eFUWzsFy1qgQ,8FALz8g6oaTca0ufiUuF6w,5,0,0,0,"Love this place.  And it is always good any day of the week...

Phil and Julia are two of the better bartenders in the neighborhood.  Phil usually works the sports bar on the first floor and Julia works the bar in the lounge area.  They are both very personable, funny, and know their way around a bar.  This is one of the few gay bars that both straight people and gay people can go and get equal service.   Keep in mind it is a sports bar....The Karaoke night here is pretty good as well!

The food is not too bad for bar items.  I hope they offer vegetarian options soon.",2012-01-19 23:49:36
220647,uoPMaaM-37XsjX66PMJSEw,f_xK0kP3MqEx5MeKy6Vhaw,8FALz8g6oaTca0ufiUuF6w,3,0,0,0,"Went to Tabu last night for Songbird and had a great time. Even though they blasted the outdated disco music, had watered down drinks upstairs and there was not enough seating, the entertainment made up for the lack of amenities.  
I ordered a rum and coke at the upstairs bar and had to wonder how you can ruin such a simple drink.  Oh and if you go on a Tuesday Songbird night,  use the bathrooms downstairs at your own risk. I would avoid them as the wet floor was pretty scarey.
If the entertainment wasn't smokin I would avoid Tabu on this night. I gave it an extra star because I loved the singers there..",2015-01-01 06:02:53
224246,VHqZsPcoxMKH7ozsCCF5og,enqPsS_vDVy16BFL0iKAGQ,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,"Love this place. Every time i've been there i have had fun. Good prices, great bartenders and just generally fun. I just dont like the bouncer who takes his job way too seriously. They loose some people because of him. Best day to visit for me is saturday. Fun Fun Fun",2012-10-29 05:20:37
229510,cIME1baF94zBDMZjb4CDPw,xQC-G-9bxyXEsy-GQ-UTEw,8FALz8g6oaTca0ufiUuF6w,3,0,1,0,"I've been heading to this place the last couple of weeks to catch RuPaul's Drag Race. To be honest, since watching Ru is my priority, I did not have high expectations for Tabu and would've stayed regardless unless the bar was really awful. 

Tabu was surprisingly okay and the atmosphere is decent enough that I don't mind returning. For a gay bar, this place is tolerable and the crowd isn't bad, and the staff behind the bar is pretty friendly.

The drinks are relatively affordable, as is the food. The food isn't amazing - it's bar food - but it's not absolutely terrible either. If they upped the food game a bit, this place would earn another star, for sure.

Would I return when Ru is off the air? Probably not. But, I am glad that the only bar in the city that airs the show is not half bad. And, it's nice that the crowd in the upstairs bar is actually there to watch the show, making for a nice viewing experience overall.",2014-03-11 18:35:24
230417,1obLM_hM1VHh5RZyrP7svw,xOgsqYQ3FQgD6wsnVV6F3g,8FALz8g6oaTca0ufiUuF6w,5,1,0,0,The best sports bar downtown! Love this place Karaoke on Mondays &Thursdays is the best,2013-12-23 13:27:14
231936,nynEeBhZuXs_7APuWAvDcg,yP30oeRSIubt65gvLANoug,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,Stopped in today and had the pleasure of having Phil as a bartender. Phil was very friendly and made our experience a great one. We will be repeat customers.,2015-05-30 23:52:20
234473,nW3jGzH7O6kz10wC3llbaQ,NirQra4veQPXp2Ndjgmkdg,8FALz8g6oaTca0ufiUuF6w,3,0,0,0,"Want to watch the game in the 'hood but not up to the Bike Stop or the Westbury? Then give Tabu a try. The place has had a lot of work done (almost as much as Joan Rivers) since it was the old Sal's on 12th. The downstairs can get crowded and loud especially during a game. The upstairs really shows considerable improvement.
   The food is a-ok, what one would expect in a pub environment. Even on a busy night the wait is 20 minutes from order to delivery. It can be difficult to attract a server on a busy night, though, so factor that in.
   The drinks are decent and the staff helpful. I stick to whiskey and bourbon when I stop in as they do not carry Stoli, my vodka of choice.",2013-07-29 19:08:39
235095,EAk3R1RY5fZwSACDk-NAdg,nb_rhj6Wv_1n0P3P9jVRNw,8FALz8g6oaTca0ufiUuF6w,4,0,1,1,"A dive bar with delicious cocktails, low prices, and friendly relaxed vibes - you can't go wrong getting a drink here. It's got the classic dive bar feel - a little dirty, a little sticky, a lot cheap - but with a nice crowd, good music that's not so loud so you can sill have a conversation, friendly staff, and overall relaxed vibe.",2015-06-14 21:53:40
236700,JMRwnTr2BM354PtuUuLi0g,POo7dAHxT5klNdEMT-ECoA,8FALz8g6oaTca0ufiUuF6w,4,1,1,1,"This is such an awesome place to go and just relax with a bunch of friends after a long freakin' work week!  I like the draft options on tab, the food is really good and the bartenders and waiters/waitresses are super friendly too.  If you're lucky, hopefully Larry's working because he is always nice and really makes you feel at home!",2012-05-24 04:35:00
238562,exxNM-ORnaxRTKtSQZFn6Q,AOMBxlb_1lg8s-1XuWHsIg,8FALz8g6oaTca0ufiUuF6w,2,0,0,0,The building needs some TLC. The bartenders are lovely and the drinks are well-mixed.,2015-11-13 16:50:05
239780,Mxr8tAFUDjps8mHDpcMb_g,SC28VXF_U9i06HV1ChyXag,8FALz8g6oaTca0ufiUuF6w,4,0,0,1,"I love this place.  Very comfortable.  Friendly bartenders.  Angry Orchard cider on tap.    I like the Mexican style tater tots.  On Tuesdays, they have tacos for $2 and $3.",2013-09-25 17:01:44
240999,e1P3lo3gNt1FA8T2NO4rLg,w8zHJufJZWp6gOAguYDY3A,8FALz8g6oaTca0ufiUuF6w,5,1,0,1,Very relaxing place to go out on a Friday or Saturday night! Great food with great service and affordable prices.,2013-12-20 18:01:33
244437,gSuZ37Fn9M9MgYXhrwMcFw,Jt3GylPuH64uA3zTdbMdCg,8FALz8g6oaTca0ufiUuF6w,3,1,0,1,"Eh, I'm not a sports bar type of person.  The people there did seem nice and the conversation was good, but their drink selection seemed to be limited to beer, so, having just turned 21, I aimed for the lightest beer possible, a Miller Lite, but that only reaffirmed the fact that I am NOT a beer person, whatsoever.  The touch-screen jukebox is awesome as well--so many songs to choose from!",2010-03-27 16:19:33
248079,4ZZDscJx5Xdzve4RpTtPjg,Oo-Sim3XTQXb0oVHJJem8w,8FALz8g6oaTca0ufiUuF6w,3,0,0,0,Solid sports bar.  Bartenders are a lot of fun and quick to get you served.  I've always been here at off times so I can't really speak to how it is at prime time.  I did attend their karaoke night once and it was a whole lot of fun.  Everyone there was enjoying the night created a great atmosphere.,2014-04-29 00:16:29
251913,irSazJA7YljM2EP4fGXVQA,L5S8fy5YOVidXBr3QERMJA,8FALz8g6oaTca0ufiUuF6w,5,0,1,0,"Kenny K is the number one bartender! Very friendly, helpful and funny. The tots are amazing! Fried green beans too. Ask for the chipotle ranch or mayo. Delish!",2014-09-08 19:40:49
252572,36HzFczBm6FHEBlHuXfrVA,g0_x4kVvJAYuk96oCcbOmw,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,stopped in for a Sunday morning eye opener. $5 bloody Mary's and a career salad with steak were top notch. Kevin and Keith make it a great warm place to go and hang out. Prices can`t be beat. Add in six screens of sports and its a great Sunday game hangout!,2012-01-29 19:27:02
257415,54btTD9Llb5Ofh_jxVPr7A,d5uyKYjXuLoNlMfiC6HINw,8FALz8g6oaTca0ufiUuF6w,2,1,0,0,"Usually give this place a great review, however when I arrive to a bar at 1:30am on a weekend and they tell me they aren't letting anyone else in because last call already took place that's a game changer. Last call is typically 1:45ish and should stay that way. New security there sucks bad.",2014-09-24 18:10:40
257584,5bkr7_AhxnDHgWrw_M_6Cw,0oWnBfUjAv7ZmTWaW8Ufdg,8FALz8g6oaTca0ufiUuF6w,5,2,0,1,"With summer in full effect, there are many happy hour options for the nine-to-five office drones to wet their whistles and munch on some scrumptious snacks.  Tabu Lounge is located in the Market East area, between Locust and Walnut on 12th Street (next to 12th Street Gym).  Tabu holds a happy hour from 5-7 pm and has reduced drink specials from 7-9 pm.  They also have ""Three Dollar Sundays"" and games nights, making it one of the most affordable bars in the ""Gayborhood.""

Downstairs houses a pool table and the ground floor has tables and seating for the bar crowd.  Sports games play on the many flat-screen TVs, and a jukebox plays a wide variety of tunes.

The food is also affordable yet delicious.  Typical bar food gets a face lift with creative combinations of flavors and a wide variety for the discerning palette.  A lump crabcake sandwich is served with hunks of blue-claw crab and spicy mayo and a side of potato salad, and can also be ordered as sliders for an appetizer.  The same goes for the lovely Kobe beef burgers served on potato rolls with aged cheddar.  The presentation was so adorable it was almost a shame to eat it.  Tabu Nachos are piled high and must be shared, topped with roasted corn, beans, jalapeno, sour cream, salsa verde, and fresh guacamole.  They can also be ordered topped with grilled chicken or Kobe ground beef.  Tabu serves several different kinds of chicken wings including Jim Bean Bourbon Glazed, Hot, Mild, and Boneless.",2010-09-19 16:36:21
258864,r1EKtOhOl_HNC1RCNm0tkw,_ubawFAszv3RFvFRUOGIyw,8FALz8g6oaTca0ufiUuF6w,3,1,1,0,"After two late-night visits here which I only vaguely remember, I finally came here early and with a clear head one evening for a friend's bday party.  Unfortunately, the grill hood was broken, so the only food available was basically nachos...still, the drinks kept coming, so we had a good time.  

Scary basement bathrooms...maybe I will only come back late-night when I don't care about rest room cleanliness.  Plus the basement is just gross and scary anyways...old moldy carpet and who knows what shenanigans going on in the back corner.

All in all, a fun, chill bar to hang out at, and it definitely was getting busy when we left around 11 p.m.",2012-04-20 17:22:10
260586,uf_gvdWg6A-5kxIJozQq5A,woGbMtEJpnwh991_sN78UQ,8FALz8g6oaTca0ufiUuF6w,5,0,0,0,"I love everything about this place. It gave me life! The bartender was super nice and sweet. Met some locals who were inviting and welcoming. There is no bar like this in my area. 

The food on its own is superb. The Buffalo Chicken Tots and the Chicken Quesadilla (a 1/2 off special when were there) was absolutely amazing. We spent close to $8 or so for the food that night. The drinks were great. 

I can't wait to go back and have fun.",2016-08-23 17:47:58
261826,oo1oaegAuO8pSQ1X7GUm5A,f4v6QDA88r8RZAEpCsVsTQ,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,I wouldn't go here on the weekend due to my anxiety but it was nice to be on the roof deck over the summer on a slow night !,2016-01-11 03:51:54
290077,9QaIC1peVkqAkCcQkA4Vpg,G0Mu95b3NXx3EO7gw6B1Zw,8FALz8g6oaTca0ufiUuF6w,4,3,0,0,"The reason I will go back - they have an AMAZING gluten free beer(that tastes like beer) and their bartenders are all great (we love Rob who is there on Friday and Monday nights). The GF beer is Green's Amber Ale, and it is GLORIOUS! So if you are gluten free and are going through beer withdrawl......go get this one!

The atmosphere - very laid back and the people are really cool there overall. They have plenty of screens to watch and the downstairs lounge reminds me of the ""cool kids"" basement that you always wanted to hang out in growing up (with bigger tv's). The screens upstairs aren't huge but decent and there are plenty so there isn't a bad seat in the house.

The food - the nachos seriously great, the chopltle wings amazing! The sweet potato fries were thin and cripsy, and the chicken eggrolls delish! 

The drinks - they had great specials on Sunday when we went, $4 absolutes during HH.......and don't forget the gluten free beer! You can also get yards of Golden Monkey here....",2011-07-26 14:25:59
294891,zfeBbbQ6X7bm6OBLZ8AUzA,H3bcINwQ6pJc1QkEEQskmA,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,"My best friend and I LOVED Tabu. She's a sports fan and I love gay men. So it was nice to find a place where our two worlds collided. We went recently on Taco Tuesday. $2 and I think it was $3 Corona and half off tequila. Which was right up my ally. While we didn't try any good it looked absolutely delicious. The music was really fun a good mix between today's hits with some of oldies but goodies that just made you want to sing along.  My only two complaints are that the bathrooms are totally gross and small and that the bar is a little small. So I'm sure once it gets crowded things are absolutely crazy. 

So check out Tabu if you're out in Philly. It's a great place to start or end your night!",2012-11-28 14:37:25
313505,TKOgPSAy5X6MGcJZ5ZkxWg,_hJRf2jl11qNq7Og8sQjkQ,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,"I love that the crowd and staff always seem to be friendly, and that there are frequently good drink specials. Regular drink prices are very reasonable too. They have a nice food menu - I love their in-house veggie burgers. They also host a lot of neat events upstairs.",2016-01-03 21:34:29
315457,G0I0RH_2q6Vn4GorQY7G4Q,z0XA5su9aUHvjBEjFsGgaQ,8FALz8g6oaTca0ufiUuF6w,4,0,0,0,"Tabu is decent for a gay bar. I ended up there last night because I wanted to check out the gayborhood. Coincidentally, there was a drag performance and we arrived a few minutes before. It was only a $5 cover, which I found cheap, but I'm also glad because that meant most of my money could go towards tipping the performers.

I didn't get anything to drink. That's to say that the drag performance was spectacular even though I was genuinely sober. It was a fantastic crowd and extremely friendly; I was wearing a self-made flower crown and received many compliments on it. But for a Saturday night, it wasn't as popping as I expected ESPECIALLY with a drag show that night.",2019-11-03 17:01:44
